,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,id,Текст,views.count,likes.count,reposts.count,type,link,post_id,parents_stack,Район,Street,Score,Numbers,initial_street,Toponims,full_street_name,location_options,addr_to_geocode,only_full_street_name,Location,geometry,other_geo_obj,geo_obj_tag,cats,probs
5341,6855,6855,5654,19805,2022-07-29 20:13:29,25569,Молодцы ! Спасибо Вам !!!,,1,,comment,,25554.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.818
5342,6856,6856,5655,19806,2022-08-01 06:05:36,25686,Всем ТРУЖЕНИКАМ-БЛАГОДАРНОСТЬ СЕРДЕЧНАЯ❤😁,,0,,comment,,25554.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.933
5343,6857,6857,5656,19807,2022-07-29 16:24:29,25536,Батарейки будете принимать?,,0,,comment,,25534.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.989
5348,6862,6862,5661,19812,2022-07-29 15:42:56,25518,"Какие же вы,  организаторы, молодцы  ребята.!!!!!",,5,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5349,6863,6863,5662,19813,2022-07-29 15:49:24,25520,"Так будет точно? А то дождик ""пошёл""((",,2,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.994
5350,6864,6864,5663,19814,2022-07-29 16:05:07,25527,"Мы тоже хотим знать, будет ли? Собрались выходить и дождь....",,1,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.399
5351,6865,6865,5664,19815,2022-07-29 16:14:44,25530,"Ну что,танцуют?)) Мы пока дома, ждём когда туча пройдёт.😎",,0,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.99
5352,6866,6866,5665,19816,2022-07-29 16:14:52,25531,"Да, ждем вас! Но лучше приходите в дождевиках и с зонтиками) Хотя мы надеемся, что дождь скоро закончится.",,2,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.476
5353,6867,6867,5666,19817,2022-07-29 16:15:19,25532,Ура!!! Бежим))),,0,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.995
5354,6868,6868,5667,19818,2022-07-29 16:22:40,25535,Начинаем танцы с зонтиками!,,3,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.963
5355,6869,6869,5668,19819,2022-07-29 16:36:06,25538,"Дождик отступил, откладываем зонты.",,2,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.986
5356,6870,6870,5669,19820,2022-07-29 19:10:13,25564,"Часик зажигательных танцев, из них минут 10 под дождём--романтикааааа)) Спасибо организаторам за минуты радости и движения в ритме танца!! Так держать!",,1,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.998
5357,6871,6871,5670,19821,2022-07-29 19:14:53,25565,Спасибо!!!,,4,,comment,,25514.0,,Фрунзенский,,,,,,,,,,,,,,Транспорт,0.8
5358,6872,6872,5671,19822,2022-07-29 11:02:34,25493,Наконец-то.,,8,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.976
5359,6873,6873,5672,19823,2022-07-29 11:07:47,25494,Это хорошо,,12,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.65
5360,6874,6874,5673,19824,2022-07-29 11:10:38,25495,👍👍👍👍👍👍,,1,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.997
5361,6875,6875,5674,19825,2022-07-29 11:13:52,25496,"Сегодня два каршеринга стояли на выезде с Бригантины, почти перегородив его, еле вылез. На джипе уже не выехать...",,0,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.661
5362,6876,6876,5675,19826,2022-07-29 11:29:58,25498,Да ладно! Не верю! Сколько машин ГАТИ будет работать?,,0,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.877
5366,6880,6880,5679,19830,2022-07-29 12:16:01,25501,Не верю .на это нужен отдельный штат людей и машин .пора реагировать по фото граждан .,,4,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.808
5369,6883,6883,5682,19833,2022-07-29 12:56:09,25505,"Во дворе бухарестская, 86 к орп 3 можно много штрафов выписать)! Велкам)",,1,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.986
5373,6887,6887,5686,19837,2022-07-29 13:15:06,25507,"Это всё прекрасно. Но, прежде чем штрафовать, должны быть парковки.  Парковка свободна, а автомобиль на газоне - штраф.  Чаще некуда парковаться.",,6,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.984
5408,6922,6922,5722,19873,2022-07-29 15:08:25,25517,Я ждала этой новости!,,1,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5409,6923,6923,5723,19874,2022-07-29 16:03:25,25524,"Всём, кто считает, что парковка на газоне, это нормально, вопрос! Как вы будете реагировать, если у вас на даче, соседи начнут ставить машины, на ваши газоны и грядки? Согласитесь ли с объяснением, что мест не было, вот я и поставил?)",,2,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.874
5410,6924,6924,5724,19875,2022-07-29 16:10:10,25529,"Если зайти на сайт ГАТИ, можно оставить адрес и фото, где паркуются не законно. ГАТИ включит этот адрес, в маршрут объезда территории, если не ошибаюсь.",,1,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.899
5431,6945,6945,5746,19897,2022-08-01 05:03:50,25685,Ну наконец то,,0,,comment,,25492.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
5432,6946,6946,5747,19898,2022-07-28 14:56:27,25450,А собаки опять насрут,,1,,comment,,25449.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.78
5438,6952,6952,5754,19905,2022-07-28 17:45:21,25470,"Штрафовать собачников и серьёзно , дома сидят до последнего , собака не успевает из дверей подъезда-парадной выйте уже дела свои делает",,4,,comment,,25449.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.76
5439,6953,6953,5755,19906,2022-07-28 14:05:34,25445,Прекрасный фильм!,,0,,comment,,25429.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5440,6954,6954,5756,19907,2022-07-27 18:48:40,25410,Здорово.К сожелению я работаю.,,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.86
5441,6955,6955,5757,19908,2022-07-27 19:03:00,25411,Офигенное мероприятие!!! Молодцы организаторы!!!,,11,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.986
5442,6956,6956,5758,19909,2022-07-27 21:03:50,25414,Какая хорошая идея 💡.  Наше МО Красненькая речка в жизни такое не сделает .,,1,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.699
5443,6957,6957,5759,19910,2022-07-27 21:30:50,25415,"Обещают ,к сожалению ,неслабый дождь...😔",,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.714
5444,6958,6958,5760,19911,2022-07-28 00:56:14,25416,"Для кого-то танцы, а для кого-то шум и гам за окном в конце трудовой недели...",,1,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.7
5447,6961,6961,5763,19914,2022-07-28 04:42:28,25418,Очень полезное мероприятие. Столько радостных лиц я давно не видел как на прошлой танцевальной пятнице. Спасибо организаторам👍,,2,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.972
5448,6962,6962,5764,19915,2022-07-28 06:24:04,25422,Придем😊,,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.996
5449,6963,6963,5765,19916,2022-07-28 08:54:25,25428,Пойдем? Зови Натаху и  Ирку,,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.701
5450,6964,6964,5766,19917,2022-07-28 10:44:05,25432,"Как интересно, спасибо!!! 💓",,3,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.848
5451,6965,6965,5767,19918,2022-07-28 13:36:20,25444,Круто👍😁но мы 29 уезжаем на море...,,1,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.962
5452,6966,6966,5768,19919,2022-07-28 16:40:42,25459,Отлично! 👍 а любителей классической музыки с собой не зовём 😜😁😉,,1,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.535
5453,6967,6967,5769,19920,2022-07-28 17:01:37,25464,👍,,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.977
5454,6968,6968,5770,19921,2022-07-31 13:10:57,25629,"А фото будут? Где можно посмотреть? Очень хорошо провели время, протанцевали 😊",,0,,comment,,25409.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.568
5455,6969,6969,5771,19922,2022-07-27 12:25:42,25371,"Добрый день. Последнее время очень много разговоров о Реновации, только вот непонятно что делать жильцам этих домов, надо ли куда-то идти и писать какие то заявление что человек не хочет съезжать с этого района, у многих тут и дети в школу ходят и садик и в принципе своя жизнь. Очень много людей начали рассылать непонятные листовки о том что где-то будут проходить какие то собрания, собирания подписей людей. Как конкретно узнать что делать гражданам этих домов.",,3,,comment,,25369.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.535
5458,6972,6972,5774,19925,2022-07-27 13:20:22,25375,В эти дни будут собрания?,,0,,comment,,25369.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.829
5480,6994,6994,5796,19947,2022-07-27 16:09:02,25391,"Ахах,я так и думала, что таким путем они эту проблему хотят устранить. Ну что сказать, надеюсь бумеранг до вас когда нибудь долетит",,0,,comment,,25369.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.999
5481,6995,6995,5797,19948,2022-07-27 17:21:14,25398,Почему письмо без исх.номера и даты? Черновик?,,0,,comment,,25369.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.843
5492,7006,7006,5808,19959,2022-07-28 05:53:44,25420,Ждём ответа от Смольного 😩 Надеюсь вы выставите его в группе.,,0,,comment,,25369.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.999
5493,7007,7007,5809,19960,2022-07-26 19:20:26,25343,Брал пробы грунта?,,0,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.998
5494,7008,7008,5810,19961,2022-07-26 19:46:51,25344,"Эх, чтобы эта площадка не превратилась в ночные посиделки для подростков... жители не сильно будут довольны",,1,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.999
5510,7024,7024,5826,19977,2022-07-26 23:37:05,25351,Это Муся такие ямки нарыла?,,2,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.966
5511,7025,7025,5827,19978,2022-07-27 06:48:28,25357,А что будет с площадкой если опасения о реновации подтвердятся?,,0,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.893
5514,7028,7028,5830,19981,2022-07-27 07:50:50,25360,А у Муси есть дом? Или она бомжик на подработке?,,0,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.988
5518,7032,7032,5834,19985,2022-07-27 11:32:18,25367,Тестирует качество древесины,,0,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.444
5523,7037,7037,5839,19990,2022-07-28 15:53:39,25455,На домик зарабатывает.,,0,,comment,,25341.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.75
5525,7039,7039,5841,19992,2022-07-28 17:48:19,25471,"♥️Пожалуйста, сделайте повтор этой экскурсии. Не смогла записаться в этот раз😪",,1,,comment,,25338.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.987
5530,7044,7044,5847,19998,2022-07-26 17:10:54,25337,"Здравствуйте, уже два раза не успеваю забронировать места😢 Подскажите, пожалуйста, ещё водные экскурсии будут? Заранее благодарю.",,0,,comment,,25330.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.837
5534,7048,7048,5851,20002,2022-07-26 18:44:34,25342,Спасибо большое за экскурсию по рекам и каналам!!!!Были на ней всей семьей.Все получили максимум удовольствия!!!,,1,,comment,,25330.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.979
5535,7049,7049,5852,20003,2022-07-27 05:19:09,25354,"Мы с мамой тоже были на экскурсии , спасибо большое, горжусь нашим МО",,1,,comment,,25330.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.991
5536,7050,7050,5853,20004,2022-07-26 13:35:11,25323,Чудо!,,2,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.645
5537,7051,7051,5854,20005,2022-07-26 13:37:13,25324,Будет красивая зелёная зона,,11,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.996
5538,7052,7052,5855,20006,2022-07-26 13:38:36,25325,Будет ромашковое поле.😍,,10,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.888
5539,7053,7053,5856,20007,2022-07-26 13:41:48,25326,"Было бы хорошо, если бы на ФП тоже не косили.",,0,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.999
5543,7057,7057,5860,20011,2022-07-28 06:27:38,25424,Красотень,,2,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.421
5544,7058,7058,5861,20012,2022-07-29 06:46:50,25478,"Будет поле с цветами,а не вид побоища.",,0,,comment,,25320.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5550,7064,7064,5868,20019,2022-07-26 10:19:05,25313,"Подскажите, что там сейчас устанавливают из дерева?",,0,,comment,,25311.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.932
5552,7066,7066,5870,20021,2022-07-25 20:45:30,25298,Медицинская ромашка.,,1,,comment,,25287.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.999
5553,7067,7067,5871,20022,2022-07-25 22:03:15,25300,Целое поле ромашек! Как приятно!,,1,,comment,,25287.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.559
5554,7068,7068,5872,20023,2022-07-25 22:36:43,25301,Вы такие молодцы! 👏,,1,,comment,,25287.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.993
5555,7069,7069,5873,20024,2022-07-26 07:11:43,25305,Молодцы!,,1,,comment,,25287.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5556,7070,7070,5875,20026,2022-07-25 16:00:39,25283,было очень здорово и классно .по больше бы таких мероприятий.в первый раз на таком вечере караоке и мне очень понравилось.все было замечательно.спасибо организаторам этого мероприятия.спасибо всем кто участвовал,,6,,comment,,25279.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.989
5557,7071,7071,5876,20027,2022-07-25 16:08:40,25285,Здорово.,,3,,comment,,25279.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.99
5558,7072,7072,5877,20028,2022-07-25 18:06:25,25289,А когда будет восстановлена площадка у дома 35/8 по Софийской ул?,,1,,comment,,25264.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.719
5563,7077,7077,5883,20034,2022-07-25 20:05:44,25297,"ой, ждем-ждем 🥰",,0,,comment,,25264.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
5564,7078,7078,5884,20035,2022-07-26 04:07:05,25303,"Оу, круто",,0,,comment,,25264.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.995
5565,7079,7079,5885,20036,2022-07-26 08:31:45,25306,Всё лучшее - детям,,1,,comment,,25264.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.95
5566,7080,7080,5886,20037,2022-07-23 18:18:53,25223,Какая классная задумка! Уже проходили с ребенком и рассматривали растения,,3,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.555
5567,7081,7081,5887,20038,2022-07-23 18:45:56,25225,А трагичная где?,,3,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5569,7083,7083,5889,20040,2022-07-23 22:07:50,25232,"Дожили... Картошку с луком и укропом надо подписывать, чтобы узнали🙈",,1,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5574,7088,7088,5894,20045,2022-07-24 07:15:39,25237,А в чем трагичная?,,0,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.378
5575,7089,7089,5895,20046,2022-07-24 09:37:25,25243,"Я тут недавно в опытном питомнике груши с сливами присмотрел. Хотел в парке (героев пожарных) возле своего дома посадить, но вспомнил, что у нас в стране это может быть наказуемо если должным образом не согласовать. Кто может подсказать как правильно делается согласование?",,0,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.766
5577,7091,7091,5897,20048,2022-07-24 10:50:36,25246,"о, будем ждать тыкву! )))))",,0,,comment,,25220.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.998
5578,7092,7092,5898,20049,2022-07-23 18:08:26,25221,23 июля?,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.968
5580,7094,7094,5900,20051,2022-07-23 18:21:00,25224,Спасибо!,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5581,7095,7095,5901,20052,2022-07-23 19:25:44,25228,А где обьявления😏,,1,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.995
5582,7096,7096,5902,20053,2022-07-23 20:45:00,25230,Было весело и классно.Молодцы!Спасибо!,,3,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5583,7097,7097,5903,20054,2022-07-24 05:50:02,25233,Большая благодарность Вам! Впервые за многие годы муниципальных образований проводится такая большая и значимая работа для населения. Ни в одном районе я о таком не слышала. Вы большие молодцы!,,4,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5584,7098,7098,5904,20055,2022-07-24 05:50:04,25234,Детскатека 😊,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5585,7099,7099,5905,20056,2022-07-24 06:35:46,25235,Отличная получилась дискотека👍! Спасибо большое за Ваш труд!,,2,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.999
5586,7100,7100,5906,20057,2022-07-24 07:12:49,25236,Без кулачного бря ...?,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.792
5587,7101,7101,5907,20058,2022-07-24 07:54:13,25239,Как приятно смотреть что люди веселятся! Это здорово! 👍,,2,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
5588,7102,7102,5908,20059,2022-07-24 20:55:10,25257,Спасибо за мероприятие!👏,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.311
5589,7103,7103,5909,20060,2022-07-25 00:00:23,25258,Спасибо за первую дискотеку в моей жизни! Впервые отлично и без стеснения потанцевала💓,,0,,comment,,25219.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.997
5590,7104,7104,5910,20061,2022-07-25 11:06:39,25267,А фотки будут,,0,,comment,,25216.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5592,7106,7106,5912,20063,2022-07-25 11:44:40,25271,"Спасибо, это было очень здорово. Я сама не решаюсь петь на публику, но с удовольствием порадовалась за участников со стороны",,2,,comment,,25216.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.993
5593,7107,7107,5913,20064,2022-07-25 15:37:48,25282,спасибо большое,,0,,comment,,25216.0,,Фрунзенский,,,,,,,,,,,,,,Благоустройство,0.998
5594,7108,7108,5914,20065,2022-07-22 19:52:09,25186,Это нельзя пропустить! Обязательно записывайтесь!,,1,,comment,,25182.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.591
5597,7111,7111,5917,20068,2022-07-22 22:22:41,25194,Регистрироваться обязательно? Или можно так подойти послушать?,,0,,comment,,25182.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.887
5602,7116,7116,5922,20073,2022-07-22 22:24:51,25195,Если уже нет регистрации можно присоединиться к экскурсии или когда будет следущая,,0,,comment,,25182.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.383
5606,7120,7120,5926,20077,2022-07-23 19:22:02,25227,"КБ обещал там биоразнообразие,помню) Но там опять все выбрито!",,0,,comment,,25182.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.855
5607,7121,7121,5927,20078,2022-07-22 21:30:09,25190,Молодцы,,0,,comment,,25181.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.968
5608,7122,7122,5929,20080,2022-07-22 22:34:03,25196,"Молодцы! Но, все же жаль детей, что в такую погоду они не на природе",,0,,comment,,25181.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.67
5609,7123,7123,5930,20081,2022-07-23 09:02:31,25206,что такое трудовой отряд?,,0,,comment,,25181.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.712
5611,7125,7125,5932,20083,2022-07-22 18:50:49,25183,А до скольки?,,0,,comment,,25175.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.695
5612,7126,7126,5933,20084,2022-07-22 19:25:15,25185,"Была отличная дискотека. Спасибо. Здорово, если это было бы каждую пятницу!",,7,,comment,,25175.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.994
5613,7127,7127,5934,20085,2022-07-23 06:10:47,25198,"Присоединюсь, было действительно очень здорово! Репертуар хороший и для молодых, и для тех кто постарше 👏большое спасибо 😌",,1,,comment,,25175.0,,Фрунзенский,,,,,,,,,,,,,,Дороги,0.99
5614,7128,7128,5935,20086,2022-07-23 10:00:23,25207,Очень здорово 🙌 Музыка и для деток и их родителей) ребёнок уходить не хотела пока все песенки не закончатся…,,1,,comment,,25175.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.952
5615,7129,7129,5936,20087,2022-07-23 10:01:37,25208,Ждём с нетерпением следующей пятницы и хорошей погоды 🙂,,1,,comment,,25175.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.742
5616,7130,7130,5937,20088,2022-07-22 10:30:06,25158,Остатки былой Эл.Силы?,,1,,comment,,25147.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.977
5617,7131,7131,5938,20089,2022-07-21 22:12:00,25140,Super...!,,1,,comment,,25137.0,,Фрунзенский,,,,,,,,,,,,,,Транспорт,0.625
5618,7132,7132,5939,20090,2022-07-22 16:18:22,25178,"Ехууу, поздравляю!",,0,,comment,,25137.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.884
5619,7133,7133,5940,20091,2022-07-23 11:56:45,25212,Просто спасибо!,,0,,comment,,25132.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.806
5620,7134,7134,5941,20092,2022-07-23 20:01:31,25229,А где васильки? Обычно во ржи всегда васильки бывают.,,0,,comment,,25132.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.996
5621,7135,7135,5942,20093,2022-07-21 13:33:12,25127,"Было бы хорошо, если бы заодно можно было бы сдать использованные батарейки...",,2,,comment,,25126.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.992
5626,7140,7140,5948,20099,2022-07-31 09:33:07,25616,"Здравствуйте, почему вам не приходит в голову сделать ссылку на место проведения мероприятия, чтобы автоматически можно было открыть в картах? Вот так захочешь с ребёнком посетить мероприятие и....перехочешь пока ищешь тот или иной сквер!",,1,,comment,,25126.0,,Фрунзенский,,,,,,,,,,,,,,Энергетика,0.383
5628,7142,7142,5950,20101,2022-07-31 11:04:46,25620,А 6 и c/pp опять мимо?:(,,0,,comment,,25126.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.584
5629,7143,7143,5951,20102,2022-08-01 10:07:05,25707,"Люди, вы ищете проблему там где её нет. Если вы хотите прогуляться, тот найти сквер не проблема. Адрес был указан. В чем проблема В картах найти нужный дом.  Может вам сразу у дома во дворе провести, чтоб из окна было видно..... Поражаете",,0,,comment,,25126.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.999
5630,7144,7144,5952,20103,2022-07-21 10:15:04,25117,Спасибо!!! Ждем позитивных новостей!!!,,8,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.402
5631,7145,7145,5953,20104,2022-07-21 10:28:00,25119,"как мне кажется, главное, что нужно ввести, так это то, что дом включается в программу по решению 2/3 жильцов дома, а не исключается из нее по решению 1/3 как это сейчас. С каких пор вообще в законодательстве молчание стало знаком согласия?!",,6,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Экология,0.693
5632,7146,7146,5954,20105,2022-07-21 10:56:12,25124,"Правильно. Нужны четкие ответы на конкретные вопросы. Простите за сленг, но вопрос шкурный. Замылить не получится.",,4,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.963
5633,7147,7147,5955,20106,2022-07-22 05:06:40,25141,"А кстати, где написано, что переселяют в любое место Санкт-Петербурга, а не вообще в любое место РФ? И откуда взялось возмещение по кадастровой стоимости, если в ФЗ  - рыночная плюс затраты на переезд и обустройство?",,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Здравоохранение,0.557
5634,7148,7148,5956,20107,2022-07-22 11:18:22,25161,https://78.ru/news/2022-06-29/belskii_poyasnil_pochemu_punkt_neviselenie_iz_raiona_nelzya_vnosit_v_programmu_renovaci,,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.989
5635,7149,7149,5957,20108,2022-07-23 08:37:23,25205,"Если появится возможность улучшить жилищные условия, согласился бы на переезд, а вообще хотел свою квартиру продать. Теперь автоматом снизятся цены на вторичку в районах предполагаемых массовых сносов?",,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Строительство,0.987
5636,7150,7150,5958,20109,2022-07-23 10:52:38,25210,Спасибо! Ждем новостей.,,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.972
5637,7151,7151,5959,20110,2022-07-23 19:07:05,25226,"Мы вот наоборот недавно улучшили свои жилищные условия и я совсем не хочу, чтобы нас куда-то переселяли.",,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,ЖКХ,0.877
5638,7152,7152,5960,20111,2022-07-25 18:55:14,25291,Почему никакой информации небыло что будут собирать подписи?И не все собственики смогли в этом учавствовать,,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Образование,0.632
5642,7156,7156,5964,20115,2022-07-30 11:39:05,25588,На запрос не ответили?,,0,,comment,,25116.0,,Фрунзенский,,,,,,,,,,,,,,Безопасность,0.566
5644,7158,7158,5966,20117,2022-07-20 15:46:53,25065,"Туманно и интонации усыпляющие, но не тот случай, где это сработает.",,8,,comment,,25064.0,,Фрунзенский,,,,,,,,,,,,,,Социальная защита,0.671
5645,7159,7159,5967,20118,2022-07-20 15:54:58,25067,"Рыночное возмещение суммы , ну да , ну да",,7,,comment,,25064.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.626
5649,7163,7163,5971,20122,2022-07-20 18:11:34,25075,"Мы и без них можем продать свою квартиру взять ипотеку и купить квартиру, где захочется, а не там, где нам пальчиком укажут.",,10,,comment,,25064.0,,Фрунзенский,,,,,,,,,,,,,,Обращение с отходами,0.7
5650,7164,7164,5972,20123,2022-07-21 02:18:21,25103,"Да пускай выделят людям корпус-другой в какой-нибудь ""Софии"" и все будут довольны.",,3,,comment,,25064.0,,Фрунзенский,,,,,,,,,,,,,,Другое,0.655
