;Unnamed: 0;date;text;label_cat;loc_dist;loc_for_geocoding;source;source_cf;latitude;longitude;geometry;index_right;NAME
12940;49006.0;2022-05-18;Прошу прочистить вентиляционную шахту.;ЖКХ;Приморский;Школьная ул 76, Санкт-Петербург;ПОС;1.0;59.9870389;30.2577692;POINT (30.2577692 59.9870389);56.0;Чёрная речка
12942;49009.0;2022-05-18;не убирают и не вывозят мусор, организована свалка мусора по адресу ул.Достоевского д.28 литера в;Отходы;Центральный;Достоевского ул 28В, Санкт-Петербург;ПОС;1.0;59.9228853;30.3458594;POINT (30.3458594 59.9228853);75.0;Владимирский
12943;49010.0;2022-05-18;Доброе утро! У нас на доме по адресу Гражданский пр. 94/2 вывесили объявление о проведении испытаний, в связи с чем будет отключено отопление и горячая вода с 18 по 22 мая. Я понимаю график графиком, но погодные условия ни кто не учел. Ладно отопление, которое тоже еще рано отключать т.к. холодно на улице, но и горячую воду отключат на 5 дней. А у кого маленькие дети. Куда жаловаться на этот беспредел?;Энергетика;Калининский;Гражданский пр-т 94к2, Санкт-Петербург;ПОС;1.0;60.0206468;30.4046503;POINT (30.4046503 60.0206468);85.0;Академическое
12946;49013.0;2022-05-18;Доброе утро, нет возможности записаться к врачу офтальмологу в службе записи поликлиники 21 по адресу Костюшко 6, звоню по телефону для записи к врачу ровно в 8,00 говорят вы в очереди 33 и так 6 минут , а когда в очереди 1 идет отключение и пошли короткие гудки и так 5 раз, дозвонилась в 8.20 сказали звоните завтра талонов нет, сделайте нам живую очередь честное слово так нервы крепче! Прошу вас помочь записаться к офтальмологу,или подскажите к кому обратиться за решением данной проблемы, спасибо;Здравоохранение;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12947;49014.0;2022-05-18;Добрый день! 5 января 2022 года сотрудники ЖКС 3 Центрального района при попытки восстановить работу системы отопления дома, устроили аварию. Наш дом памятник архитектуры, и историческая входная группа является предметом охраны КГИОП. Сейчас, входная группа в парадную находится в ужасном состоянии, прошло 5 месяцев, никаких действий со стороны виновника аварии не предпринято. КГИОП составил акт и написал обращение в полицию. Прошу предоставить информацию: - номер дела (КУСП) по заявлению в полицию от КГИОП - о сроках ликвидации последствий аварии и ремонту парадной - о мерах, предпринятых КГИОП по привлечению ЖКС 3 Центрального района к ответственности - предоставить копию акта, который составил КГИОП по факту аварии Сейчас краска на деревянных панелях и дверях сползает лохмотьями и очевидно, что под ней историческое покрытие. Соответственно, при реставрационных работах необходимо расчистить краску до конца и восстановить исторический внешний вид деревянного тамбура и дверей.;ЖКХ;Центральный;Виленский пер 3, Санкт-Петербург;ПОС;1.0;59.9399323;30.3613953;POINT (30.3613953 59.9399323);29.0;Смольнинское
12948;49015.0;2022-05-18;Добрый день. Пытаюсь записать ребенка на прием к стоматологу и ортодонту в СПб ГБУЗ Стоматологическая поликлиника 19 Пушкинского района. Талонов нет. Оставил заявку в журнал отложенной записи - нет никакого ответа!;Здравоохранение;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12951;49020.0;2022-05-18;Глубокие ямы после ремонта дороги, сделанного меньше, чем месяц назад.;Дороги;Красногвардейский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12953;49022.0;2022-05-18;Дом 110, корп.1, подъезд 4. Горячая вода имеет очень неприятный тухлый запах. Невозможно умываться. Запах появился в 2021 году. Правление на жалобы не реагирует. Прошу разобраться, так как считаю, что такая вода опасна для здоровья жителей.;ЖКХ;Калининский;Гражданский пр-т 110к1, Санкт-Петербург;ПОС;1.0;60.0206468;30.4046503;POINT (30.4046503 60.0206468);85.0;Академическое
12955;49025.0;2022-05-18;Детская площадка в неудовлетворительном состоянии. Просьба произвести ремонт;Благоустройство;Приморский;Приморский пр-т, Санкт-Петербург;ПОС;1.0;59.9837604;30.288037;POINT (30.288037 59.9837604);56.0;Чёрная речка
12956;49026.0;2022-05-18;4 дня не работает маленький лифт во 2 парадной.;ЖКХ;Выборгский;Парголово Заречная ул 40к1, Санкт-Петербург;ПОС;1.0;60.0836999;30.345091;POINT (30.345091 60.0836999);30.0;Парголово
12957;49027.0;2022-05-18;Здравствуйте! На площадке в парке воинской славы на ул.Джона Рида сломалась карусель. Нужно починить. Спасибо!;Благоустройство;Невский;Джона Рида ул, Санкт-Петербург;ПОС;1.0;59.9208449;30.4544147;POINT (30.4544147 59.9208449);93.0;Правобережный
12958;49028.0;2022-05-18;Окраска входной двери выполнена без некачественно и без очистки металических поверхностей Ремонтный участок игнорирует жалобу;ЖКХ;Московский;Ленсовета ул 21, Санкт-Петербург;ПОС;1.0;59.8488844;30.3295019;POINT (30.3295019 59.8488844);71.0;Звёздное
12959;49029.0;2022-05-18;Ненадлежащее состояние оконных рам/окон в подъезде № 1 по адресу ул.Бабушкина дом 52. Требуется ремонт/замена в рамках текущего ремонта и работ по содержанию.;ЖКХ;Невский;Бабушкина ул 52, Санкт-Петербург;ПОС;1.0;59.8741059;30.4485122;POINT (30.4485122 59.8741059);91.0;Ивановский
12960;49030.0;2022-05-18;Открытый люк на улице Оптиков;Энергетика;Приморский;Оптиков ул, Санкт-Петербург;ПОС;1.0;60.0010159;30.2119309;POINT (30.2119309 60.0010159);36.0;№ 65
12961;49031.0;2022-05-18;6 Парадная- дверь в Парадную открыта- требуется замена с 2018 года, но до сих пор не произведена замена.Посторонние лица проникают в Парадную , рисуют на стенах лифта, в лифтовой кабине.Просим заменить дверь в срочном порядке;ЖКХ;Невский;Ивановская ул 7, Санкт-Петербург;ПОС;1.0;59.8765346;30.4465823;POINT (30.4465823 59.8765346);91.0;Ивановский
12962;49032.0;2022-05-18;Благодарность;Образование;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12963;49033.0;2022-05-18;Разружение а/б покрытия между 5-6 парадных;Дороги;Красносельский;Ленинский пр-т, Санкт-Петербург;ПОС;1.0;59.8654494;30.1704541;POINT (30.1704541 59.8654494);27.0;Южно-Приморский
12964;49034.0;2022-05-18;Глубокие ямы в асфальте на оживленном проезде.;Дороги;Красносельский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12965;49037.0;2022-05-18;Большая яма в асфальте.;Дороги;Красносельский;Чекистов ул 28В, Санкт-Петербург;ПОС;1.0;59.8449005;30.1466158;POINT (30.1466158 59.8449005);26.0;Сосновая поляна
12966;49038.0;2022-05-18;На ул. Добровольцев д. 18 с двух сторон одни ямы. Сегодня приехали ремонтники уложили небольшую яму на ул. Германи 9 и уехали. Так же у 10 подъезда 2 большие ямы (есть на фото), ранее их просто засыпали щебнем;Дороги;Красносельский;Добровольцев ул 18, Санкт-Петербург;ПОС;1.0;59.8393643;30.1702093;POINT (30.1702093 59.8393643);32.0;Урицк
12968;49040.0;2022-05-18;Свалка автомобильных шин. Лежит больше месяца.;Отходы;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12969;49041.0;2022-05-18;Разьезжая дом 20 , 8 час. 12 мин. почему контейнеры стоя на проезжей части, а не на контейнерной площадке???;Отходы;Центральный;Разьезжая ул 20, Санкт-Петербург;ПОС;1.0;59.9245276;30.3477069;POINT (30.3477069 59.9245276);75.0;Владимирский
12970;49042.0;2022-05-18;"Три месяца решается вопрос о возвращении мусорного контейнера на площадку по адресу г.Пушкин, Колпинское шоссе, 91. Контейнер увезли в конце февраля 2022 года, обратно не вернули, компания, обслуживающая Пушкинский район - Ресурс АТЕ. От обслуживающей компании была жалоба на необустроенную площадку, в связи с чем у них ""застрявает машина"". Просьба вернуть мусорный контейнер и обустроить контейнерную площадку.";Отходы;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12971;49043.0;2022-05-18;гора строительного мусора во дворе .;Отходы;Петродворцовый;Чебышевская ул 8к1, Санкт-Петербург;ПОС;1.0;59.8712985;29.8588653;POINT (29.8588653 59.8712985);6.0;Петергоф
12972;49044.0;2022-05-18;Наша площадка для мусорных контейнеров расположена между домами 13 по Захарьеской ул. И 24 по ул Чайковского. Жители 5 домов (Захарьевская 9, 11,13 и Чайковского 22, 24) выносят туда мусор. С некоторых пор организация, которая этот мусор вывозит, чистые контейнеры не завозит на площадку, а бросает там, где им удобно. Чаще всего во дворе дома 24 по ул Чайковского. В итоге помойка везде. Убедительная просьба урегулировать этот вопрос с теми, кто вывозит мусор, чтобы они ставили контейнеры на места для этого предназначенные. Спасибо.;Отходы;Центральный;Захарьевская ул 13, Санкт-Петербург;ПОС;1.0;59.9474165;30.3537722;POINT (30.3537722 59.9474165);77.0;Литейный
12973;49045.0;2022-05-18;"Здравствуйте! Я мама одного воспитаника детского сада 12 Красногвардийского района -4 группа.Хочу ВЫРАЗИТЬ ОГРОМНУЮ БЛАГОДАРНОСТЬ ВОСПИТАТЕЛЮ ЭТОЙ ГРУППЫ МЯСМЯР ВАЛЕЕВНЕ .ТАКОГО ЧУТКОГО ,ХОРОШЕГО,ДОБРОГО ,ЗАБОТЛИВОГО,ГРАМОТНОГО,ОТЛИЧАЮЩЕГОСЯ ОТ ДРУГИХ ВОСПИТАТЕЛЕЙ СВОИМ ОСОБЫМ ЗАБОТЛИВЫМ ОТНОШЕНИЕМ К ДЕТИШКАМ.КАЖДЫЙ РАЗ ,КОГДА Я ВЕДУ СВОЕГО СЫНА,Я СО СПОКОЙНОЙ ДУШОЙ ПЕРЕДАЮ В НАДЕЖНЫЕ РУКИ МЯСМЯР ВАЛЕЕВНЕ И УВЕРЕННА ЗНАЮ ,ЧТО БУДЕТ ПОЛОЖЕННЫЙ УХОД ,Т.Е ХОЧУ СКАЗАТЬ ,ЧТО МЯСМЯР ВАЛЕЕВНА УМЕЕТ НАХОДИТЬ ОБЩИЙ ЯЗЫК ДАЖЕ КАЖДЫМ НЕПОСЛУШНЫМ НЕПОСЕДОЙ.ЭТО Я ЗАМЕЧАЮ ,КОГДА Я ПРИХОЖУ В САД.МНЕ ОЧЕНЬ ЖАЛЬ ,ЧТО ПРИДЕТСЯ НАМ РАССТАТЬСЯ ,ТАК КАК МЫ ПЕРЕХОДИМ В ДРУГУЮ ГРУППУ. МОЙ РЕБЕНОК ПРИВЫК ПРИВЯЗАЛСЯ К ВОСПИТАТЕЛЮ,ДОМА ЧАСТО ГОВОРИТ"" МЕНЯ НАУЧИЛИ ТАК ГОВОРИТЬ,ТАК ИГРАТЬ"" ,И МНОГО ЧЕГО.МОЖНО ПИСАТЬ БЕЗКОНЕЧНО.ДАЙ БОГ ЗДОРОВЬЯ ,ЧТОБ ДОЛГО МОГЛИ ЕЩЕ РАБОТАТЬ! И ПЕРЕДАЕМ ЭСТАФЕТУ ДРУГОЙ ГРУППЕ,РОДИТЕЛИ НЕ ПОЖАЛЕЕТЕ,БУДЕТЕ ТОЛЬКО В ВОСТОРГЕ ОТ ЕЕ ПОДХОДА К ДЕТЯМ!Аида А.";Образование;Красногвардейский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12974;49046.0;2022-05-18;Уважаемый Сергей Викторович! Прошу вас объявить благодарность сотрудникам 3 то, за их работу и отзывчивость, всегда готовы прийти на помощь Врачи Заведующий, Жигунов Андрей Геннадьевич Врач травматолог-ортопед лечащий врач, Володин Александр Тихонович Врачу анестезиологу Хочуеву Тимуру Борисовичу Суркову Андрею Юрьевичу Старшей медицинской сестре Тихомировой Светлане Александровне Медицинской сестрам 3то Младшему медицинскому персоналу (санитаркам и санитарам) Транспортировщикам 3то, которые всегда помогут Операция была 18.05.2022, 4 этаж, 10 операционная, прошу также объявит благодарность кто участвовал и готовил к операции;Здравоохранение;Калининский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12975;49047.0;2022-05-18;"Добрый день. Прошу разъяснить, почему ежемесячно оплачивая включенные в квитанцию содержание и ремонт АЗУ, при его неисправности мне отказано в ремонте, на основании того, что якобы нет исполнителя. В настоящее время на оказание услуги по техническому обслуживанию переговорных устройств, установленных в нашем доме по адресу ул. Генерала Симоняка д 25, заключен договор между ЖКС1 и ООО ГЦБЖ ""ЭлКом"". Почему при поломке переговорного устройства ЖКС1 отказывает в ремонте? Если договор с исполнителем услуги прекращен, почему оплата продолжает начисляться?";ЖКХ;Кировский;Генерала Симоняка ул 25, Санкт-Петербург;ПОС;1.0;59.8258664;30.20058;POINT (30.20058 59.8258664);34.0;Ульянка
12977;49050.0;2022-05-18;Добрый день. Перед домом по адресу г. Пушкин, ул. Саперна, д.53 за помойкой и в доль детской плащадки, которая на против домов 55к1, очень много мусора и сухих деревьев, ни чего не убирается годами (фото место расположения прикладываю). Большая проба отреагировать и сообщить о времени уборки на данном участке.;Отходы;Пушкинский;Саперная ул 53, Санкт-Петербург;ПОС;1.0;59.7006147;30.4051809;POINT (30.4051809 59.7006147);45.0;Пушкин
12978;49051.0;2022-05-18;Мусорный контейнер размещен с нарушением СанПиН 2.1.7.3550-19, в добавок установлена пухта и т.к она открытая мусор ветром и птицами разносится по всей прилегающей территории. Контейнер распологается во дворе дома по адресу Санкт-Петербург, ул. Тамбасова 13 к 2. координаты контейнера 59.832703, 30.155311;Отходы;Красносельский;Тамбасова ул 13к2, Санкт-Петербург;ПОС;1.0;59.8328993;30.1547506;POINT (30.1547506 59.8328993);19.0;Константиновское
12979;49053.0;2022-05-18;"Прошу разъяснить, почему в квитанции при начислении услуги ""Электричество СОИ"" объем услуги отражает не фактически использованное электричество за месяц, а является величиной постоянной из месяца в месяц, и с февраля 2022г постоянно составляет 27.818162 кВт ? Световой день увеличился, освещение в подъездах сокращено до ночного, дом оснащен двухфазными счетчиками.";Энергетика;Кировский;Генерала Симоняка ул 25, Санкт-Петербург;ПОС;1.0;59.8258664;30.20058;POINT (30.20058 59.8258664);34.0;Ульянка
12981;49055.0;2022-05-18;"Совпадение платежей за кап. ремонт на сайте Петроэлектросбыта и на сайте НКО ""Фонд - региональный оператор капитального ремонта общего имущества в многоквартирных домах"". Мы оплачиваем Кап. ремонт на первом сайте, но на этой неделе получили квитанцию о задолженность почти за полгода от второй организации. Ежемесячные суммы полностью совпадают на обоих сайтах.";ЖКХ;Центральный;Таврическая ул 45, Санкт-Петербург;ПОС;1.0;59.9496491;30.3799401;POINT (30.3799401 59.9496491);29.0;Смольнинское
12982;49056.0;2022-05-18;"В нашем доме, по улице Ивановской , 7, несколько лет не проводилось техническое освидетельствование лифтов . При освидетельствовании лифтового оборудования на шахту лифта прикрепляется табличка с указанием очередного освидетельствования. Периодическое техническое освидетельствование лифта проводится в соответствии с требованиями пункта 4 статьи 6 Технического Регламента Таможенного Союза ТР ТС 011/2011 ""Безопасность лифтов"" не реже одного раза в 12 календарных месяцев. Отсутствие проверки технического состояния лифтов создает угрозу жизни жителей нашего дома. Просим предоставить документацию по обследованию лифтов . При отсутствии освидетельствования - произвести перерасчет платы по данному виду платежа, которая составляет 283,36 в месяц за все месяцы отсутствия полного освидетельствования и соответствия ТР. Заявка повторная";ЖКХ;Невский;Ивановская ул 7, Санкт-Петербург;ПОС;1.0;59.8765346;30.4465823;POINT (30.4465823 59.8765346);91.0;Ивановский
12983;49058.0;2022-05-18;Невозможно дозвониться до платного отделения по тел. 744-76-63, не берут трубку.;Здравоохранение;Красносельский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12984;49059.0;2022-05-18;Здравствуйте, По адресу улица Александра Невского дом 8а, строение 1 в междворовом проезде слева от дома незаконно установлены бетонные полусферы, мешающие парковке автомобилей. Прошу принять меры, ликвидировать незаконное ограждение и привлечь к ответственности виновных, предположительно управляющих отеля, находящегося по данному адресу. О результатах прошу сообщить по электронной почте.;Строительство;Центральный;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12985;49060.0;2022-05-18;Здравствуйте. Прошел год. Повторно прошу заменить спортивное и игровое оборудование. Площадка проходная, на ней любят играть и взрослые и дети. Но состояние ее ужасное. Замените хотя бы сетки и доски на трибунах. Спасибо.;Строительство;Приморский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12986;49061.0;2022-05-18;По адресу: 199226, гор. Санкт-Петербург, Василеостровский район, Морская набережная, дом 17, литера Г, 7 ой подъезд - течет батарея на первом этаже.;ЖКХ;Василеостровский;Морская наб 17, Санкт-Петербург;ПОС;1.0;59.9439826;30.2070996;POINT (30.2070996 59.9439826);28.0;Морской
12987;49062.0;2022-05-18;Открытый люк. Крышка люка отсутствует.;Энергетика;Московский;Витебский пр-т, Санкт-Петербург;ПОС;1.0;59.9187911;30.3306243;POINT (30.3306243 59.9187911);69.0;Семёновский
12988;49063.0;2022-05-18;УК ЖК Терра заварила калитку для прохода к МКД Фортис с Земледельческой. Калитка являлась частью сервитута.;Строительство;Приморский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12989;49064.0;2022-05-18;Марата 77, парадная 1. Не работает свет в тамбуре;ЖКХ;Центральный;Марата ул 77, Санкт-Петербург;ПОС;1.0;59.9206505;30.3408717;POINT (30.3408717 59.9206505);75.0;Владимирский
12990;49065.0;2022-05-18;Марата 77, парадная 1. Грязные стены парадной. Надо уборщику выдать швабру со стремянкой и помыть стены.;ЖКХ;Центральный;Марата ул 77, Санкт-Петербург;ПОС;1.0;59.9206505;30.3408717;POINT (30.3408717 59.9206505);75.0;Владимирский
12991;49066.0;2022-05-18;В под'езде очень гразно.не уераю. Прошу намыть ....а, что платим деньги.;ЖКХ;Красногвардейский;Большая Пороховская ул 4, Санкт-Петербург;ПОС;1.0;59.9556791;30.4283631;POINT (30.4283631 59.9556791);92.0;Большая Охта
12992;49067.0;2022-05-18;1График уборки Парадной не соблюдается- ежедневная Уборка отсутствует- даже в тамбуре и на первом этаже вечная грязь! Дворник фальсифицирует график уборки. По факту за 18 дней мая уборка была один раз (11 мая), а в графике - ежедневно. Когда, наконец, найдется управа на дворника?! 2. Прошу произвести перерасчет за уборку за май с коэффициентом 1/18 и предоставить расчет корректировки начислений.;ЖКХ;Невский;Ивановская ул 7, Санкт-Петербург;ПОС;1.0;59.8765346;30.4465823;POINT (30.4465823 59.8765346);91.0;Ивановский
12993;49068.0;2022-05-18;Сломан замок на чердаке, кто то лазит туда оставляя кучу грязи под моей входной дверью;ЖКХ;Калининский;Тимуровская ул 11к1, Санкт-Петербург;ПОС;1.0;60.0429947;30.4088952;POINT (30.4088952 60.0429947);79.0;Прометей
12994;49072.0;2022-05-18;Добрый день! Сегодня 18 мая мой ребенок Золина Дарья ученица 508 школы Московского района пришла на урок физкультуры в спортивной форме из дома. Учитель сказала. что урок будет на улице и попросила одеть куртки. После того, как мой ребенок вышел на улицу учитель спросила:- ты так пришла? Моя дочь ответила да! После чего учитель Ольга Леонидовна отказалась проводить урок!!! А у ребенка не аттестация по физкультуре. Как так!!! Ребенок пришел на урок чтобы сдать нормативы в спортивной форме чтобы получить оценку. А ему говорят, нет! Ты не переодевалась!!! И выгнала с урока! Не дав возможность получить оценку.;Образование;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12995;49073.0;2022-05-18;Возле поликлиники и детского сада нет мусорного ведра. Пожалуйста, установите.;Отходы;Пушкинский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12996;49074.0;2022-05-18;Добрый день! Вчера 17 мая 2022 года тестя привезли в больницу Костюшко на скорой помощи. В приемный покой он поступил примерно в 7:30. Народу в этот момент не было вообще, мы были одни там, затем через пару часов привезли еще двоих и больше никого. Чтобы тебя положили в больницу, надо там пройти врачей, сдать анализ крови и т.п. Так вот к нам подходит врач, делает свои дела, уходит и ждем следующего врача. Проблема в том, что ждать каждого врача приходилось по 40 минут!!! Повторюсь, время было 7:30, народу никого, а мы ждем по 40 минут каждого врача! В итоге тестя взяли только в 10:30, ты есть мы провели в приемном покое 3 часа!!! Наверное, там врачи чаи гоняют, потом выходят поочередно неспеша с перерывом по 40 мин. Фото с отсутствием людей в приемном покое прилагаю. Просьба разобраться.;Здравоохранение;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12997;49075.0;2022-05-18;Я являюсь инвалидом 1 группы и имею согласно закону РФ 178-ФЗ право на бесплатное санаторно-курортное лечение. Поликлиника № 112 (ул. Байкова) в нарушение моих прав отказалась выдать мне справку по форме 070/У для оформления санаторной путевки. Куда мне обратиться с жалобой и как получить данную справку?;СоцЗащита;Калининский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
12999;49084.0;2022-05-18;Прошу Вас выделить средства и осуществить высадку деревьев и кустов на газоне!;Благоустройство;Калининский;Гражданский пр-т, Санкт-Петербург;ПОС;1.0;60.0206468;30.4046503;POINT (30.4046503 60.0206468);85.0;Академическое
13000;49087.0;2022-05-18;Здравствуйте! Я прописан и проживаю на намывной территории ВО г. С-Пб, по адресу Вилькицикий б-р, д. 7. В наш район существует один официальный въезд на автомобильном транспорте, через пл. Беллинсгаузена. С учетом плотной загрузки этой улицы и дальности от моего дома, я как и многие другие жители окрестных домов пользуются альтернативной дорогой через улицу Лисянского. Указанная улица представляет из себя выложенные бетонные плиты, с большими стыками между собой, выщерблинами и торчащей арматурой(лично сам один раз пробил колесо там). Освещение и какая либо инфраструктура естественно отсутствует. Прошу принять возможные меры для того, чтобы заасфальтировать данную улицу, сделать ее более пригодной для проезда автомобилей, а не танков. Спасибо!;Строительство;Василеостровский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
13001;49088.0;2022-05-18;Прошу отремонтировать скамейки. Заменить деревянные части, окрасить металлические;Благоустройство;Невский;Дыбенко ул 40к2, Санкт-Петербург;ПОС;1.0;59.9125085;30.499324;POINT (30.499324 59.9125085);105.0;Оккервиль
13002;49143.0;2022-05-19;Установлен столб посередине узкого тротуара по адресу Черняховского д. 1/63, видимо в связи с тем, чтобы установить знаки платной парковки 1 июля. Прошу организовать проверку и переместить столб так, чтобы он не мешал проходу пешехода и самое главное проезду спец техники зимой для уборки снега!;Дороги;Центральный;Черняховского ул 1/63, Санкт-Петербург;ПОС;1.0;59.9150669;30.3559518;POINT (30.3559518 59.9150669);83.0;Лиговка-Ямская
13003;49144.0;2022-05-19;Установлен столб посередине узкого тротуара по адресу Черняховского д. 3, видимо в связи с тем, чтобы установить знаки платной парковки 1 июля. Прошу организовать проверку и переместить столб так, чтобы он не мешал проходу пешехода и самое главное проезду спец техники зимой для уборки снега!;Дороги;Центральный;Черняховского ул 3, Санкт-Петербург;ПОС;1.0;59.9155225;30.3562316;POINT (30.3562316 59.9155225);83.0;Лиговка-Ямская
13005;49146.0;2022-05-19;Почти отсутствует разметка пешеходного перехода и стоп линии и это не говоря уже о колейности в целом по московскому проспекту.;Транспорт;Московский;Московский пр-т, Санкт-Петербург;ПОС;1.0;59.927398;30.363492;POINT (30.363492 59.927398);83.0;Лиговка-Ямская
13006;49147.0;2022-05-19;Добрый день. По данному адресу есть сквозная дорога. Так как она предназначена для сквозного проезда то не является прилегающей территорией( так написано в пдд) но там отсутствует дублирующий знак стоянка запрещена. Таким образом граждан сознательно подводят под штрафы. В место того что бы установить дублирующий знак и тем самым дисциплинировать водителей. Когда едешь по сквозной дороге знаков не видно они находяться 500м от этого выезда. Прошу принять меры.;Транспорт;Красносельский;Освобождения ул, Санкт-Петербург;ПОС;1.0;59.7435318;30.0796944;POINT (30.0796944 59.7435318);17.0;Красное Село
13007;49150.0;2022-05-19;Временный дорожный знак, мешает проходу пешеходов по мосту. Ремонтные работы уже давно закончились, уберите знак.;Транспорт;Адмиралтейский;Аларчин мост, Санкт-Петербург;ПОС;1.0;59.920643;30.2871564;POINT (30.2871564 59.920643);57.0;Коломна
13008;49152.0;2022-05-19;Прошу запланировать исправление проекта остановки, а так же провести оценку людям разработавшим и утвердившим проект остановки на комендантского 54. Они запроектировали остановку так, что чтобы идти влево от остановки, нужно идти сначала в другую сторону метров 300, в следствии этого все идут через траву, которую уже вытоптали, во время дождя эта территория превращается в грязное месиво. Считаю это очевидное проектной недоработкой, прошу это исправить (сделать 10 метров дорожки и переход) и взять на контроль. Плохой проект сродни воровству народных соедств. Прошу администрацию взять ситуацию на контроль.;Транспорт;Приморский;Комендантский пр-т, Санкт-Петербург;ПОС;1.0;60.003704;30.284344;POINT (30.284344 60.003704);60.0;Комендантский аэродром
13010;49163.0;2022-05-19;"После строительства продолжения Невско-Василеостровской линии метро от ст. Приморская до ст. Беговая возле дома 35 по ул. Кораблестроителей в районе шахты 467 остались присыпанные песком ямы, строительный и хозяйственный мусор, ограждение. Станции метро Новокрестовская (Зенит) и Беговая открыты 28 мая 2018 года. Работы по строительству вентиляционной шахты по адресу: ул. Кораблестроителей, участок 1 (северо-восточнее д. 35, лит. В), относящейся к новым станциям Невско-Василеостровской линии метрополитена, должны быть закончены в октябре 2020 года. Строительное ограждение установлено на основании ордера № У-6208 от 25.04.2019, выданного ОАО ""Метрострой"" в ГАТИ. Срок производства работ - с 25.04.2019 по 15.10.2020 год. По завершению строительных работ жителям микрорайона обещали, что вокруг шахты обустроят сквер с высадкой деревьев, устройством мест отдыха и прогулок, возобновят сквозной проезд транспорта в кармане возле дома. Вопрос: когда будут осуществлены работы по очистке бывшего строительного участка, демонтажу ограждения, благоустройству территории и асфальтированию кармана проезжей части возле дома 35В по ул. Кораблестроителей?";Дороги;Василеостровский;Кораблестроителей ул, Санкт-Петербург;ПОС;1.0;59.9566796;30.2348878;POINT (30.2348878 59.9566796);35.0;Остров Декабристов
13011;49164.0;2022-05-19;Светлановский проспект - на протяжении всего проспекта ямы и колеи. Это небезопасно для дорожного движения, т.к. транспортные средства пытаются их объехать между полос или подскакивают, а также ямы и колеи могут повредить транспортное средство. Необходимо провести ремонт дорожного покрытия Светлановского проспекта.;Дороги;Выборгский;Светлановский пр-т, Санкт-Петербург;ПОС;1.0;60.0069244;30.3276769;POINT (30.3276769 60.0069244);66.0;Светлановское
13012;49181.0;2022-05-19;Добрый день. На месте ЖК Ренессанс, ЖК Цивилизация, ЖК Цивилизация на Неве отсутствует дорога и тротуары для проезда по Дыбенко, тротуаров нет чтобы дойти до общественного транспорта. Дорогу Дыбенко от Дальневосточный проспект до Октябрьской набережной обещают к 2029 году, что усложняет транспортную ситуацию в районе, спецтехника не может оперативно доехать до домов. Ночью 19 мая был пожар Дыбенко 6к2, пожарные ехали по бездорожью, увеличив время до места пожара. В свою очередь ЖК Ренессанс самовольно заасфальтировал участок вдоль дома Дыбенко д.8 к1к3 и отгородил все бетонными блоками, тем самым создал транспортную проблему в квартале.;Благоустройство;Невский;Дыбенко ул 8к1, Санкт-Петербург;ПОС;1.0;59.9003794;30.4542178;POINT (30.4542178 59.9003794);96.0;Невский
13013;49185.0;2022-05-19;Первичное обращение к терапевту. Больничный лист открыть;Здравоохранение;Московский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
13014;49313.0;2022-05-19;Привести в порядок территорию;Благоустройство;Приморский;Суздальское ш, Санкт-Петербург;ПОС;1.0;60.0590371;30.2701803;POINT (30.2701803 60.0590371);31.0;Коломяги
13015;49314.0;2022-05-19;Большие ямы во дворе. Они настолько большие, что при их проезде на автомобиле машина ударяется днищем. Исправьте, пожалуйста. И такие ямы по всему двору вдоль корпуса 1 и корпуса 2;Дороги;Приморский;;ПОС;1.0;46.3144754;11.0480288;POINT (11.0480288 46.3144754);;
13016;49315.0;2022-05-19;Ямы. Жуть. Разруха;Дороги;Приморский;Комендантский пр-т, Санкт-Петербург;ПОС;1.0;60.003704;30.284344;POINT (30.284344 60.003704);60.0;Комендантский аэродром
