;text
3537;"В ближайшие недели Химки накроет тополиная метель 💨

По словам ведущего специалиста информационного агентства «Метеоновости» Татьяны Поздняковой, теплая и сухая погода во второй половине мая стала причиной раннего цветения тополей в нашем регионе. На деревьях уже появились белые шапки пуха, которые через несколько дней могут закружиться в метели.

Аллергикам приготовиться!"
3538;"Ночной чат!
Вам нравится ваша нынешняя работа?"
3539;"В Правительстве поддержали проект о штрафах за шашки на дорогах
 
За опасные маневры, резкое перестроение или «шашки» на дороге, предусмотрен штраф от 3 до 5 тысяч рублей. За повторное правонарушение лихача могут лишить прав на срок от одного до трех месяцев. 
 
Норма ПДД об опасном вождении вступила в силу летом 2016 года, при этом какие-либо санкций к водителям введены не были.

Предполагается, что первоначально для «шашечников» последуют штраф в 3000-5000 рублей, и за повторное нарушение — лишение прав на 1-3 месяца.

Как вам инициатива? 👍🏼👎🏼"
3540;"Химчане открыли купальный сезон! 🏊🏻‍♂️
Причем, не только в канале, но и в местных фонтанах))"
3541;"В «Артишоке» в парке Толстого 2 июня можно пройти бесплатный медосмотр 💊

Врачи сделают анализ крови, онкоскрининг, антропометрию и другие обследования. При подозрении на наличие какого-либо заболевания пациентов направят в поликлинику для прохождения более углубленной диагностики.

При себе нужно иметь паспорт и полис ОМС. Результаты обследований появятся в личном кабинете на портале «Госуслуг»

2 июня с 10:00 до 14:00, парк им. Л. Н. Толстого, музейный комплекс Артишок."
3542;"На Юбилейном проспекте сегодня кипят работы по строительству новой теплотрассы 🏗️

Правда не под землей, а поверху, что некрасиво, но облегчит доступ к ремонту труб"
3543;"😷 Всем задраить люки и надеть респираторы!
На Транспортном проезде водитель трактора решил навести суету"
3544;"От подписчицы:
_____________
Женщина со злобной собакой гуляла на площадке возле 8 школы. Собака гуляла без поводка и намордника и вдруг напала на ребенка, затем пришла спокойная хозяйка, надела поводок и ушла, даже не извинилась, а еще ко всему кинула предъяву за мат (с чего вдруг материться, не правда ли? Рядовая же ситуация, когда детей собаки кусают в Химках) 🤦🏻‍♀️"
3545;"От подписчика:
____________
Доброго время суток, соседи.
Начались каникулы, детей много во дворах. Так же много машин, припаркованных у тротуаров. 
Дети могут выйти, выбежать, выскочить как пешком, так и на велике, самокате, после любой машины, а это слепая зона для водителя и пешехода!!

ПРОСЬБА К РОДИТЕЛЯМ провести беседу с детьми, как надо выходить и переходить дорогу в таких случаях. Детишки заняты своими делами, разговорами и не смотрят по сторонам, налево-направо.

А водителям надо максимально снизиться скорость в ЖИЛОЙ зоне. 
P.S. Видео с регистратора на телефон переснято. Один из дворов в Химках."
3546;"От подписчицы:
______________
Вот такое объявление сегодня появилось на нашем подъезде. Спасибо за предупреждение об отключении горячей воды, но смутили даты подготовки к отопительному сезону 2022/23 😅
Стесняюсь спросить, а к 2024/25 сезону в следующем году готовиться будут? Надеюсь, это опечатка, очень злободневная опечатка))"
3547;"04:10, рассвет на ул.Бабакина, на улице ни души 🌇
Всем доброе утро!"
3548;"Ночной чат!
На ваш взгляд, какой инфраструктурный или социальный проект первостепенно важен для Химок?"
3549;А теперь к важным новостям! В парке Толстого завелась хрюша, которая облюбовала скейт-парк 🐷
3550;"❗️На Фирсановском мосту сегодня ввели реверсивное движение

Для ремонта моста закрыли одну полосу. Ограничения продлятся до 31 октября. Это может привести к значительным задержкам — учитывайте это при планировании дороги.

В ходе ремонта предстоит смонтировать пролёт левой части моста, ограждения, уложить асфальт, выполнить благоустройства территории."
3551;"Щука и не только! Вот такая красота водится в речке Сходня в районе форелевого хозяйства 🐟

Фото - Alex_kashin4746"
3552;"31 мая в 15:00 в сквере Юбилейный состоится парад колясок 🤗

Улица Калинина, вблизи д.2. Сбор к 15:00, старт в 15:30. Приглашаются все желающие.

На фото участники парада в прошлом году."
3553;"Мужчина подменил дорогую обувь на старые тапки при возврате товара в Озон на Юбилейном пр-те 🤦🏻‍♂️

От подписчицы:
_______________
22 мая на пункте выдачи Юбилейный проспект 60 этот человек подменил кроссовки Asics, стоимостью 14644₽, на розовые резиновые тапочки!
Оператор не проверила коробку сразу, полагаясь на сознательный возраст человека и пришёл он прям под закрытие…
Отдал коробку, сказав, что не подошло ему, и быстро-быстро вышел. 
Открыв коробку, обнаружила там тапки, завёрнутые в пакет.
Вдруг кто узнает этого дядьку! Передайте ему!
В полицию сообщила, надо писать заявление. Пока не хочу портить ему жизнь. Пусть придет в ближайшее время сам с краденной обувью. Если нет, то будет отвечать по закону."
3554;Пенная вечеринка на ул.Дружбы. Опять кто-то вылил средство для мытья посуды в фонтан 🤷🏻‍♂️
3555;"Синоптики: на следующей неделе в Московском регионе ожидается +30 градусов 🥵

«Вся следующая неделя будет сопровождаться высокими температурами — от плюс 23 до плюс 28 градусов. Периодами показатель достигнет плюс 30 градусов», — сообщается в службе «Метео».

По словам синоптика, 26 мая в городе действовал холодный фронт, поэтому местами были дожди.
Несмотря на это, с 27 мая погода будет налаживаться."
3556;"Ночной чат!
Как ваши выходные прошли?)"
3557;"От подписчицы:
____________
Сегодня на Аптечной 7, прям возле площадки, два взрослых мужчины рвали сирень, на что мы с подружкой сделали им замечание, попросили не ломать дерево, на это мужчины начали хамить, материться и оскорблять🤦🏻‍♀️

Граждане, рвать сирень плохо для самой сирени! Дело в том, что это достаточно травматично для куста. И когда вы ломаете ветки, потом растение может заболеть, ведь сквозь ""открытые раны"" может попасть избыточное количество влаги, бактерии и плесень. Кроме этого, выламывание ветвей может привести к тому, что сирень больше не будет цвести.

А ведь так прекрасно идти по цветущим Химкам и наслаждаться этими запахами! Для этого нам нужно перебороть свое желание нарвать себе сирени."
3558;У канализации рядом со школой в ЖК Маяк сегодня опять потоп фекалий 💩
3559;"От подписчика:
____________
Пусть хоть и в конце мая, но наконец-то весна вступила в свои права и Химкинский лес ожил. Пение птиц, цветы расцвели.
Где-то в далеке дятел слышен, лягушки-квакушки подают свой голос.
И тут произошла удивительная встреча. Птенчик-несмышлёныш учится летать.

Кто-нибудь подскажет, что это за птичка такая?"
3560;"Средняя зарплата в Химках выросла до 120000₽ 🤑

В минэкономики Подмосковья подвели социально – экономические итоги первого квартала 2024 года.

За это время предприятия Химок выполнили работ и отгрузили товаров на сумму 109 млрд рублей, что на 21,2% выше прошлогодних показателей аналогичного периода.

Также вырос на 30% объем отгружаемой продукции обрабатывающих производств, в логистике — на 14,4%, гостиничной деятельности и недвижимости — рост в 1,5 раза в каждой сфере.

Оборот розничной торговли также поднялся в 1,5 раза и составил 46,1 млрд рублей, превысив уровень января — марта 2023 года.

Что же касается заработной платы в Химках, то по сравнению с прошлым годом, она стала больше на более чем 16%. Теперь она составляет 120 тысяч.

P.S. Шутка про голубцы, капусту и мясо уже избита, нужно что-то новое 😄"
3561;"От подписчика:
____________
Улица 9 мая, напротив перекрёстка с Парковой.
Зимой тут была вообще глубокая яма, провалился грунт, сейчас её хотя-бы закидали камнями, но выглядит всё равно опасно.
Ограждение или предупреждение о ремонте отсутствует.
Кто-нибудь в курсе, доделывать то будут?"
3562;"Полнолуние над Химками сегодня ночью 🌕

Фото - alexmisko"
3563;"В парке ,,Дубки’’ в одном из прудов были замечены маленькие утята, одни, без мамы 😢

Очевидцы сообщают, что утята гуляют одни уже два дня. Как им можно помочь?

Update. Мама-утка прилетела обратно, утята вроде как спасены."
3564;"У бара на Родионова 2к1 произошла драка, в ходе которой зарезали человека 🔪

Происшествие произошло вчера. По всей видимости, компания состоящая из нескольких человек, решила весело провести пятничный вечер. Однако веселье закончилось массовой дракой (до 5 человек) на улице у бара. 

В ходе битья лиц, один из участников драки нанес другому смертельный удар ножом. От смертельного ранения потерпевший скончался до приезда скорой помощи.

Когда убийца понял, что натворил, сразу решил сбежать, но по горячим следам был пойман сотрудниками полиции. Злоумышленником оказался 38-летний уроженец одной из республик ближнего зарубежья.

На данный момент полиция устанавливает все обстоятельства случившегося."
3565;Живой концерт на набережной парка Толстого 🎷🎤🎶
3566;А в парке Толстого сейчас проходит фестиваль красок холли 🎉
3567;Крутые граффити под мостами трассы М-11 в Химках 🤩
3568;"На Ленинградке под мостом застрял карьерный самосвал - не пролез из-за габаритов 🫣

Самосвал стоял на трале, из-за чего высота и без того немалой машины стала еще больше.
Как водитель решил эту проблему - неизвестно)"
3569;"В химкинских парках 1 июня детям будут раздавать мороженое 🍦

В честь дня защиты детей, не только в Химках, но и в других парках Подмосковья пройдет акция, в рамках которой дети любых возрастов бесплатно получат мороженое.

На фото мороженое, которое раздавали в прошлом году на аналогичной акции в Химках в парке Дубки."
3570;Свалка на Коммунальном проезде до сих пор ещё немного дымится, пожарным пришлось и сегодняшним утром её тушить, [https://vk.com/wall-34882023_1722805|чтобы не разгорелось вновь]
3571;"А это автобус на станции Левобережной сегодня ночью…
Как говорится, выгорел на работе 🫡"
3572;"«Здесь круто» 😄
Хоть и вандализм, но в тему)"
3573;Всех с началом выходных 😄
3574;"И в это же время на станции Левобережная загорелся автобус 😱

Можно хотя бы один день без пожаров!?"
3575;"Опять пожар 🙄
На ул.Папанина в мкр.Сходня загорелось заброшенное общежитие."
3576;"В школах Химок в эти дни вовсю проходят последние звонки 🎉

На видео школа Форум в ЖК Маяк сегодня вечером.

Ребята, с праздником вас! Не бойтесь по жизни совершать ошибки, бойтесь прожить эту жизнь впустую! Люди, которые осмеливаются, стараются и упорствуют, выполняют поставленные задачи и добиваются успеха. Рулите кораблем своей жизни сами и никому не давайте штурвал 🤗"
3577;"Максимальная милота на Мельникова 🥰

Мама-утка переходит дорогу со своим выводком утят 🐣 Водители вовремя остановились, чтобы пропустить семейство."
3578;❗️На Коммунальном проезде в районе Солнечной Системы загорелась мусорная свалка
3579;"В ЖК Новогорск парк после активности жителей и встреч с администрацией, принято решение построить новый водорегулирующий узел 🚿

Ранее жители неоднократно жаловались на перебои с водой, вызванные ошибками застройщика при проектировании системы водоснабжения. Банально нельзя помыться и в туалет сходить, когда захочешь, воды на всех не хватает, до верхних этажей она могла просто не доходить в пиковые часы.

В ближайшие дни начнутся масштабные работы по модернизации системы водоснабжения. Построят отдельный водорегулирующий узел, который обеспечит нормативные параметры водоснабжения на всех этажах ЖК. Работы планируют завершить к середине июля.

Есть в этом ЖК еще и проблема с канализацией - она постоянно засоряется. В рамках модернизации заменят насосы, электрооборудование, установят решетки для сбора отходов. Эти меры позволят устранить перебои в канализационной системе. Работы также планируют завершить в течение двух месяцев."
3580;"❗️В Старбеево накрыли нарколабораторию

По данным следствия, 41-летний мужчина обустроил производство запрещенных веществ в арендованном доме в Старбеево. Задержанный рассказал, что он нашел в Сети работу «варщиком» наркотиков.

Работодатель предоставил ему все инструкции и онлайн курс, и подозреваемый приступил к «обязанностям».

«При обследовании жилища полицейские обнаружили и изъяли: химический реактор, стеклянные колбы, электронные весы, канистры и пластиковые емкости с жидкостью, а также контейнеры с веществом», — сообщили в МВД.

Фигуранта арестовали, возбуждено уголовное дело.

А вы в курсе, чем занимаются ваши соседи?)"
3581;"55 тыс. выпускников за 55 лет: РМАТ в Химках отмечает юбилей 🎉

Российская международная академия туризма городского округа Химки отмечает 55-летний юбилей. Альма-матер насчитывает шесть филиалов, в которых обучается более трёх тысяч студентов. За время работы академия выпустила более 55 тысяч человек.

Образовательное учреждение основано в 1969 году, когда были созданы Центральные туристские курсы Центрального совета по туризму и экскурсиям. Свое нынешнее название Академия получила в 1993 году. 

А кто-нибудь из наших подписчиков обучался там? Как впечатления?)"
3582;"От подписчицы:
_____________
Пересечение Ленинского проспекта и ул. Победы. Ребенок на самокате прям на нерегулируемом перекрестке 🤦‍♀️ может кто-то узнает своего ребенка и скажет, что это крайне опасно. Тут ему повезло, а в следующий раз?"
3583;"❗️Эвакуаторы чистят проспект Мельникова от машин, припаркованных по центру.

Успейте перепарковать свой авто, пока не поздно."
3584;Каршеринг в Шереметьево пошел на взлет 🚀
3585;
3586;"Таймлапс рассвета в Химках 🔥
Всем утро доброе!"
3587;"❗️Пожар в квартире на Юннатов, 19.

У кого-то что-то вспыхнуло на кухне.
На месте все оперативные службы."
3588;Сегодняшний огненный закат 🔥
3589;Тем временем, на Московской улице в районе 11 дома 🤪
3590;"Сотрудники Госавтоинспекции Химок совместно с представителями кикшеринга организовали обучающие занятия для пользователей электросамокатов 🛴

Инспекторы напомнили юным пользователям СИМ о соблюдении ПДД и провели беседы с детьми и родителями на площадке гипермаркета ТЦ Мега.

Обучающие занятие прошло в два этапа. В теоретической части представители кикшеринга объяснили участникам мероприятия, какие ПДД существуют для пользователей СИМ, и их правовой статус.

Инструкторы рассказали о безопасности передвижения на самокате в городской черте, а также рассмотрели самые главные ошибки, допускаемые пользователями. Отдельное внимание было уделено правилам парковки, чтобы самокаты не мешали пешеходам и другим участникам дорожного движения, [https://vk.com/wall-34882023_1722133|как это было сегодня утром на 2Б].

Каждый желающий смог проехать по полосе препятствий из конусов, чтобы закрепить полученные знания на практике.

Подводя итоги мероприятия, все участники сошлись во мнении, что такое обучение играет важную роль в развитии культуры безопасных поездок, транспортной инфраструктуры и доступности города. А это значит, что подготовленные пользователи СИМ будут управлять своим электротранспортом безопасно для себя и окружающих."
3591;"Последний звонок в Химках прозвенит почти для 1400 выпускников 🔔

Школы Химок в этом году выпустят почти 1400 одиннадцатиклассников. Праздничные линейки пройдут 24 и 25 мая. А уже сегодня, 23 мая, стартует основной период сдачи ЕГЭ.

Напомним, что основной период сдачи Единого государственного экзамена для 11-х классов начнётся 23 мая по географии, литературе и химии. Аттестация завершится 11 июня, крайними предметами станут история, биология и письменная часть по иностранным языкам. С 20 июня по 1 июля запланированы резервные дни ЕГЭ. Кроме того, в этом году выпускники смогут пересдать любой из предметов, чтобы повысить баллы — пересдача запланирована на 4 и 5 июля."
3592;"❗️Изменение условий работы абонементов на Ленинградском направлении

Для обычных электричек прекращено оформление следующих типов абонементных билетов:

— «ежедневно» на 5, 15, 20, 25 дней, 2, 4, 5 и 6 месяцев; 
— «рабочего дня» на 10, 15, 20, 25 дней, 2, 4, 5, 6 и 12 месяцев; 
— «на количество поездок» — на 90 поездок; 
— «выходного дня» и «на даты» на маршруты, полностью находящиеся в пределах участка от Ленинградского вокзала до Ховрино; 
— «ежедневно» на 1, 3, 12 месяцев и «рабочего дня» на 1, 3 месяца — при протяженности маршрута менее 20 километров, если протяженность маршрута или его части, проходящих по территории Московской области, составляет менее двух тарифных зон. 

С 20 мая пассажирам обычных электричек доступны следующие виды абонементов: 

— «ежедневно» на 10 дней, 1 месяц, 3 месяца, 12 месяцев; 
— «рабочего дня» на 1 и 3 месяца; 
— «выходного дня» на 1 месяц;  
— «на количество поездок» 10, 20 и 60 поездок; 
— «на даты» 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 дат. 

Приобрести абонементные билеты МТППК на электрички можно в пригородных кассах и билетных автоматах на станциях☝️"
3593;"От подписчиков:
______________
Вчера днём на детской площадке во дворе ул. Победы 18/5 мужчина 50+ в течении 2-х часов (!) доставал  играющих на площадке детей 7-9 лет: настойчиво уговаривал пойти к нему домой на полчаса посмотреть мультики, просил сесть к нему на скамейку, якобы он им что-то покажет, периодически агрессировал: матерился, вставал и шёл на детей, оскорблял, угрожал, что побьёт их, если они попробуют уйти с площадки, якобы он знает, где они живут; озвучивал, что делал с такими, как они.

Дети на полном серьёзе боялись покинуть площадку!

Не будьте равнодушными, берегите своих и чужих детей! 🙏"
3594;"Очень любопытный документ от МУП Жилищник, где в должниках почти каждая квартира в Химках🤔

79537 помещений. Хоть кто-то НЕ нашел свой адрес в списке?

Для большинства, вероятно, будет откровением, что у них оказывается есть долги за коммуналку!

Список опубликован на официальном сайте УК https://муп-жилищник-химки.рф/doljniki и актуален на май 2024 г.

Update. Предполагается, что таким образом они в начале месяца авансом заносят в задолженность фиксированную часть услуг (то, что не счетчики). К примеру, уборка территории, вывоз мусора и т.д. И получается, что с таким подсчетом в должниках все 🤪
Поэтому лучше ориентироваться на свой личный кабинет ком.услуг."
3595;На Панфилова, д.3, поселилась сова между двумя кондиционерами 🥰🦉
3596;"[https://vk.com/wall-34882023_1722067|В продолжение к самокатному хаосу на 2Б]

Пришел местный герой и навел порядок, теперь здесь зона перфекционизма 😄"
3597;"Остановка 2Б на ул.Молодежная.
А как к ней собственно пройти? 😅"
3598;"❗️Пожар в Солнечной Системе

2к1 по ул. Германа Титова, горит квартира на верхнем этаже."
3599;"От подписчика:
_____________
Первый пожар в магазине, который ещё даже не достроили в Подрезково в 8м от окон жилого дома по улице Центральная 4А. Что это? Нарушение техники безопасности или отсутствие проекта, соответствующего требованиям?

Горело 8 минут. Рабочие кричали в окно, что кабель под напряжением. Почему не сработала автоматика? Был день и увидели, а если бы это случилось ночью? Жителям дома 4А гореть вместе с магазином, а жителям 4к1 сидеть без электричества?
Странная организация работы."
3600;"О движении поездов на Ленинградском направлении после возгорания электрички

Задержаны поезда «Сапсан» №№ 772 и 774 Москва – Санкт-Петербург, поезд №64 Самара – Санкт-Петербург, №826 «Ласточка» Москва – Санкт-Петербург, а также пригородные поезда №7958 Москва – Тверь, №6888 Москва – Крюково, №6713 Тверь – Москва.

Отменены пригородные поезда №6408 на участке Поварово – Подсолнечная, №6710 на участке Поваровка – Тверь, №6409 на участке Подсолнечная – Поваровка.

Начали работать компенсационные автобусы:
- Один автобус будет перевозить пассажиров от ж/д станции «Поварово-1» — Подсолнечная — Клин — Тверь
- Два автобуса будут следовать по маршруту пос. Поваровка — Поварово-1 — Подсолнечная — Клин — Тверь.

В 15:40 пожар локализовали, в 16:15 полностью ликвидировали. В настоящее время ведутся работы по освобождению пути и восстановлению инфраструктуры. Движение поездов организовано по соседнему пути.

Причины происшествия выясняются. Не исключается возможность занесения источника огня извне."
3601;На Родионова 7 и 8 продолжается противостояние по поводу стройки магазина - жители пытаются отстоять свой двор, ломают забор, строители его возводят вновь, потом приезжает разбираться полиция. И все по новой. Жители против любой коммерции в своем дворе.
3602;"⚡️ На нашем Ленинградском направлении загорелась электричка

22 мая, в 14:52, на станции Поварово Московского региона Октябрьской железной дороги произошло возгорание крышевого оборудования между 8 и 9 вагонами электропоезда №6710 сообщением Москва - Тверь.

Пассажиров эвакуировали. Пострадавших нет. 
К месту происшествия направлен пожарный поезд со станции Ховрино. 

Причины возгорания и ущерб подвижному составу устанавливаются.

❗️Из-за ЧП могут быть существенные задержки электричек в сторону Твери. Сверяйтесь с расписанием!"
3603;В Москве начали устанавливать лежачие полицейские для самокатчиков. Нужны ли такие в Химках?)
3604;"💰 Подмосковье заняло 16 место среди регионов России по динамике зарплат

По данным экспертов, составлявших РИА рейтинг, всего через 6,3 года более половины жителей Подмосковья будут получать зарплату более 100 тысяч рублей, а через 10 лет такой уровень дохода  будет у 75% жителей.

Быстрее всего растут зарплаты в ЯНАО, медленнее всего в Ингушетии. Москва на 10 месте."
3605;"Через 2 недели состоится редкое и зрелищное событие — 3 июня можно будет увидеть «большой Парад Планет»

6 планет выстроятся в прямую линию и будут видны на небосклоне, в случае безоблачной погоды.

Марс, Меркурий и Юпитер можно будет наблюдать невооружённым глазом, а остальные — с телескопом. 

Главное — начинать наблюдение за час до рассвета."
3606;"От подписчика:
_____________
Небольшая площадь прямо на выходе со станции «Химки» на стороне Ленинского проспекта. Такая картина тут почти каждый день, уже годами.
Что нужно сделать, чтобы навести здесь порядок?

Эти товарищи там регулярно собираются, пьют водку, мусорят, дерутся, спят, совокупляются. Ощущение, будто эти лавочки специально для них сделали. В разное время насчитывал их там до 15 человек. И это притом, что в ста метрах Росгвардия и ГУ МВД по г.Химки."
3607;"9 автомобилей сегодня разом столкнулись на Ленинградке в Химках 🤯

Из них 6 автомобилей такси! Одна вообще с дороги улетела.
ДТП произошло в районе 6-7 утра перед поворотом в аэропорт Шереметьево в сторону области."
3608;Всем доброе утро! ☀️
3609;"В этом году будет 7 лет с тех пор, как в Химках установили бесплатные телефонные будки.

Насколько актуальны эти телефоны сегодня? Вы когда-нибудь звонили с них?"
3610;"❗️С 20 мая и до 2 июня сотрудниками ГИБДД проводится рейд по мотоциклистам в Подмосковье.

Ищут тех, кто ездит без шлема, защитной амуниции и в состоянии алкогольного опьянения.

Особое внимание сотрудники уделят юным любителям покататься на скутерах и питбайках, сообщили в ведомстве."
3611;"С 20 мая по 2 июня 2024 года в России пройдёт акция «Монетная неделя» 🪙

В это время можно принести мелочь в банк и обменять её на бумажные деньги или без комиссии зачислить сумму на свой счёт.

В акции примут участие около 4 тысяч подразделений 146 банков, сообщили в пресс-службе ЦБ.

В Химках 5 банков участвует в акции: Сбер на Юбилейном 73, и на Кирова 1А (Сходня), ББР банк на Юбилейном 60А, Промсвязьбанк на Юбилейном 60, Фора-банк на Юбилейном 7.

Акция впервые прошла в 2023 году. Тогда было собрано более 20 миллионов монет почти на 83 миллиона ₽. Вес собранной мелочи составил 87 тонн. А в Новокузнецке местный мужик сделал рекорд - он самое большое количество монет самых мелких номиналов: 990 копеек и 1084 пятикопеечных монет на общую сумму 64 рубля 10 копеек."
3612;"+1 фобия 🐍 

Удав вылез прямо из туалета в одной из московских квартир

Девушка обнаружила нежданного гостя, когда собиралась сходить в туалет. Оказалось, розовый удав устроил побег из соседней квартиры, пока мыли его террариум."
3613;"Аналогичная ситуация со стройкой магазина во дворе на Совхозной 14.

[https://vk.com/wall-34882023_1720652|Как и на Родионова 5 и 7, здесь тоже внезапно появился забор].

От подписчиков:
______________
Просим пресечь вырубку деревьев ""Леса Победы"" на остановке Совхозная, 14, ради очередного магазина!
Саженцы мы [https://vk.com/wall-78793679_17139|высаживали ещё 12 мая 2018 года]. А теперь здесь будет очередной магазин или шашлычка. Также просим проверить правомерность застройки по данному адресу."
3614;"За ночь жильцы Родионова 5 и 7 сами частично разобрали забор стройплощадки, где планировалось разместить магазин 😄

В продолжение к: https://vk.com/wall-34882023_1720652"
3615;"От подписчицы:
_____________
На улице Дружбы просто ""отличная"" организация движения на время ремонта 🤯 
Сами разберетесь типа. Кто-то разворачивается обратно по пешеходному переходу, потому что движение в сторону круга полностью перекрыто. Кто-то едет по встречке. А ведь достаточно всего нескольких временных указателей и ограждений."
3616;"Сегодня с утра сразу 2 подземных прорыва горячей воды 😢
На ул.Ленинградская, д.2 (1-3 фото), и на ул.Машинцева 5Б, где ручеёк хлещет из под асфальта.

Аварийные бригады уже в курсе, делают все возможное."
3617;"А тем временем, ФК Химки вернулись в РПЛ ⚽️

В понедельник ФК ""Химки"" обыграли в гостях краснодарскую ""Кубань"" (1:0) и, набрав 63 очка, занимает первое место в турнирной таблице. 

На второй строчке располагается ""Динамо"" (61 балл). Претендовавший на место в первой двойке тольяттинский ""Акрон"" уступил на выезде тульскому ""Арсеналу"" со счетом 0:1. У ""Акрона"" 56 очков, выше третьего места команда уже не поднимется.

Смотрите футбол?"
3618;"Доброе утро! 
Сегодня синоптики обещают дождь, грозу и ветер ☹️

Власти рекомендуют пешеходам и автомобилистам быть внимательнее на улице и держаться подальше от шатких конструкций.

По прогнозам, днем начнется дождь, возможна гроза и усиление ветра — его порывы могут достигать 15 метров в секунду."
